Concept,feat_name,feat_value,lemtzd_feat_val,weight,conc(w),,,,
discussion,RelatedTo,debate,['debate'],1,3.07,,,,
discussion,CausesDesire,illustrate_point,['illustrate' 'point'],1,3.07,,,,
discussion,IsA,discussion,['discussion'],2.828427125,3.07,,,,
discussion,RelatedTo,discussion,['discussion'],2.828427125,3.07,,,,
discussion,DistinctFrom,argument,['argument'],0.183,3.07,,,,
snow,RelatedTo,white,['white'],7.524360438,4.85,,,,
snow,RelatedTo,cold,['cold'],6.139381076,4.85,,,,
snow,RelatedTo,winter,['winter'],5.981304206,4.85,,,,
snow,RelatedTo,precipitation,['precipitation'],5.825461355,4.85,,,,
snow,RelatedTo,rain,['rain'],5.47466894,4.85,,,,
snow,RelatedTo,frozen,['freeze'],5.169139193,4.85,,,,
snow,RelatedTo,water,['water'],4.679743583,4.85,,,,
snow,AtLocation,mountains,['mountain'],4.472135955,4.85,,,,
snow,RelatedTo,flakes,['flake'],4.461838186,4.85,,,,
snow,RelatedTo,ice,['ice'],4.346492839,4.85,,,,
snow,RelatedTo,weather,['weather'],3.579944134,4.85,,,,
snow,IsA,frozen_water,['frozen' 'water'],3.464101615,4.85,,,,
snow,AtLocation,canada,['canada'],3.464101615,4.85,,,,
snow,AtLocation,roof,['roof'],2.828427125,4.85,,,,
snow,AtLocation,ground,['ground'],2.828427125,4.85,,,,
snow,RelatedTo,fluffy,['fluffy'],2.784959605,4.85,,,,
snow,IsA,crystallized_water,['crystallized' 'water'],2,4.85,,,,
snow,IsA,layer,['layer'],2,4.85,,,,
snow,IsA,precipitation,['precipitation'],2,4.85,,,,
snow,IsA,water,['water'],2,4.85,,,,
snow,IsA,crystalized_water,['crystalized' 'water'],2,4.85,,,,
snow,UsedFor,making_snowmen,['make' 'snowman'],2,4.85,,,,
snow,UsedFor,build_snowman,['build' 'snowman'],2,4.85,,,,
snow,UsedFor,building_snowmen,['build' 'snowman'],2,4.85,,,,
snow,AtLocation,surface_of_earth,['surface' 'earth'],2,4.85,,,,
snow,IsA,snow,['snow'],7.524360438,4.85,,,,
snow,RelatedTo,snow,['snow'],7.524360438,4.85,,,,
snow,UsedFor,weather,['weather'],1,4.85,,,,
snow,PartOf,weather,['weather'],1,4.85,,,,
snow,IsA,weather,['weather'],1,4.85,,,,
snow,RelatedTo,storm,['storm'],0.135,4.85,,,,
street,RelatedTo,road,['road'],8.581608241,4.75,,,,
street,UsedFor,driving_on,['drive'],5.291502622,4.75,,,,
street,RelatedTo,avenue,['avenue'],4.83776808,4.75,,,,
street,UsedFor,walking,['walk'],3.464101615,4.75,,,,
street,UsedFor,travel,['travel'],2.828427125,4.75,,,,
street,RelatedTo,city,['city'],2.501199712,4.75,,,,
street,RelatedTo,driving,['drive'],2.453568829,4.75,,,,
street,RelatedTo,cars,['car'],2.4,4.75,,,,
street,RelatedTo,lane,['lane'],2.340085469,4.75,,,,
street,RelatedTo,houses,['house'],2.097617696,4.75,,,,
street,RelatedTo,town,['town'],2,4.75,,,,
street,IsA,thoroughfare,['thoroughfare'],2,4.75,,,,
street,IsA,environment,['environment'],2,4.75,,,,
street,IsA,neighborhood,['neighborhood'],2,4.75,,,,
street,IsA,opportunity,['opportunity'],2,4.75,,,,
street,PartOf,concrete_jungle,['concrete' 'jungle'],2,4.75,,,,
street,UsedFor,driving_car_on,['drive' 'car'],2,4.75,,,,
street,UsedFor,transportation,['transportation'],2,4.75,,,,
street,UsedFor,easy_passage_of_vehicles,['easy' 'passage' 'vehicle'],2,4.75,,,,
street,AtLocation,street_corner,['street' 'corner'],2,4.75,,,,
street,RelatedTo,road_avenue,['road' 'avenue'],1.471,4.75,,,,
street,RelatedTo,pavement,['pavement'],1.229,4.75,,,,
street,RelatedTo,paved,['pave'],1.185,4.75,,,,
street,IsA,roadway,['roadway'],1,4.75,,,,
street,IsA,where_cars_ride,['car' 'ride'],1,4.75,,,,
street,IsA,street,['street'],8.581608241,4.75,,,,
street,RelatedTo,street,['street'],8.581608241,4.75,,,,
street,RelatedTo,alley,['alley'],0.247,4.75,,,,
street,Antonym,alley,['alley'],0.189,4.75,,,,
street,RelatedTo,car,['car'],0.143,4.75,,,,
day,RelatedTo,time,['time'],4.894486694,3.92,,,,
day,RelatedTo,week,['week'],4.21615939,3.92,,,,
day,IsA,24_hours_long,['24' 'hour' 'long'],3.464101615,3.92,,,,
day,RelatedTo,hours,['hour'],3.016620626,3.92,,,,
day,RelatedTo,night,['night'],2.964456105,3.92,,,,
day,RelatedTo,sun,['sun'],2.702591349,3.92,,,,
day,RelatedTo,twenty,['twenty'],2.460081299,3.92,,,,
day,RelatedTo,twenty_four,['twenty' 'four'],2.374868417,3.92,,,,
day,RelatedTo,four,['four'],2.374868417,3.92,,,,
day,IsA,calendar_day,['calendar' 'day'],2,3.92,,,,
day,IsA,time_unit,['time' 'unit'],2,3.92,,,,
day,IsA,time_period,['time' 'period'],2,3.92,,,,
day,IsA,work_time,['work' 'time'],2,3.92,,,,
day,IsA,time,['time'],2,3.92,,,,
day,IsA,opportunity,['opportunity'],2,3.92,,,,
day,IsA,era,['era'],2,3.92,,,,
day,PartOf,month,['month'],2,3.92,,,,
day,PartOf,day,['day'],2,3.92,,,,
day,HasProperty,bright,['bright'],2,3.92,,,,
day,RelatedTo,morning,['morning'],1.982,3.92,,,,
day,RelatedTo,sunlight,['sunlight'],1.853,3.92,,,,
day,RelatedTo,calendar,['calendar'],1.755,3.92,,,,
day,IsA,24_hours,['24' 'hour'],1,3.92,,,,
day,IsA,day_of_reckoning,['day' 'reckon'],1,3.92,,,,
day,HasProperty,light,['light'],1,3.92,,,,
day,IsA,day,['day'],4.894486694,3.92,,,,
day,RelatedTo,day,['day'],4.894486694,3.92,,,,
day,DistinctFrom,night,['night'],3.394701754,3.92,,,,
day,Antonym,night,['night'],2.651791847,3.92,,,,
action,IsA,drive,['drive'],2,2.86,,,,
action,IsA,work,['work'],2,2.86,,,,
action,IsA,mechanism,['mechanism'],2,2.86,,,,
action,IsA,group_action,['group' 'action'],2,2.86,,,,
action,IsA,plot,['plot'],2,2.86,,,,
action,IsA,act,['act'],2,2.86,,,,
action,IsA,state,['state'],2,2.86,,,,
action,PartOf,keyboard,['keyboard'],2,2.86,,,,
action,PartOf,gun,['gun'],2,2.86,,,,
action,MannerOf,challenge,['challenge'],2,2.86,,,,
action,RelatedTo,stock,['stock'],1,2.86,,,,
action,RelatedTo,purpose,['purpose'],1,2.86,,,,
action,IsA,sequence_of_events,['sequence' 'event'],1,2.86,,,,
action,IsA,event,['event'],1,2.86,,,,
action,IsA,doing,['do'],1,2.86,,,,
action,IsA,expression,['expression'],1,2.86,,,,
action,CapableOf,cause_effect,['cause' 'effect'],1,2.86,,,,
action,CapableOf,cause_change,['cause' 'change'],1,2.86,,,,
action,CapableOf,result_in_reaction,['result' 'reaction'],1,2.86,,,,
action,HasProperty,past_or_present,['past' 'present'],1,2.86,,,,
action,DefinedAs,literal_act_of_doing,['literal' 'act' 'do'],1,2.86,,,,
action,DefinedAs,state_of_doing,['state' 'do'],1,2.86,,,,
action,DefinedAs,process_of_doing,['process' 'do'],1,2.86,,,,
action,ReceivesAction,performed,['perform'],1,2.86,,,,
action,IsA,action,['action'],2,2.86,,,,
action,RelatedTo,action,['action'],2,2.86,,,,
action,Synonym,course,['course'],1,2.86,,,,
era,IsA,geological_time,['geological' 'time'],2,2.24,,,,
era,IsA,time_period,['time' 'period'],2,2.24,,,,
era,PartOf,eon,['eon'],2,2.24,,,,
era,RelatedTo,period,['period'],1,2.24,,,,
era,RelatedTo,year,['year'],1,2.24,,,,
era,RelatedTo,eon,['eon'],1,2.24,,,,
era,IsA,laundry_detergent,['laundry' 'detergent'],1,2.24,,,,
era,IsA,band,['band'],0.5,2.24,,,,
era,IsA,era,['era'],2,2.24,,,,
era,RelatedTo,era,['era'],2,2.24,,,,
door,RelatedTo,entrance,['entrance'],8.481273489,4.81,,,,
door,RelatedTo,opening,['open'],7.112805354,4.81,,,,
door,RelatedTo,house,['house'],7.036192152,4.81,,,,
door,AtLocation,building,['building'],6.92820323,4.81,,,,
door,RelatedTo,portal,['portal'],6.009326085,4.81,,,,
door,RelatedTo,knob,['knob'],5.50163612,4.81,,,,
door,RelatedTo,entry,['entry'],5.134199061,4.81,,,,
door,RelatedTo,room,['room'],4.472583146,4.81,,,,
door,RelatedTo,wall,['wall'],4.20190433,4.81,,,,
door,AtLocation,wall,['wall'],4,4.81,,,,
door,ReceivesAction,opened,['open'],4,4.81,,,,
door,RelatedTo,exit,['exit'],3.782591704,4.81,,,,
door,RelatedTo,handle,['handle'],3.497999428,4.81,,,,
door,ReceivesAction,closed,['close'],3.464101615,4.81,,,,
door,CapableOf,open,['open'],2.828427125,4.81,,,,
door,AtLocation,theater,['theater'],2.828427125,4.81,,,,
door,AtLocation,apartment,['apartment'],2.828427125,4.81,,,,
door,IsA,structure,['structure'],2,4.81,,,,
door,IsA,entree,['entree'],2,4.81,,,,
door,IsA,movable_barrier,['movable' 'barrier'],2,4.81,,,,
door,IsA,room,['room'],2,4.81,,,,
door,PartOf,doorway,['doorway'],2,4.81,,,,
door,HasA,handle,['handle'],2,4.81,,,,
door,UsedFor,separating_rooms,['separate' 'room'],2,4.81,,,,
door,AtLocation,neighbor's_house,['neighbor' 'house'],2,4.81,,,,
door,IsA,door,['door'],8.481273489,4.81,,,,
door,RelatedTo,door,['door'],8.481273489,4.81,,,,
door,Synonym,doorway,['doorway'],2,4.81,,,,
door,RelatedTo,gate,['gate'],1.303,4.81,,,,
door,RelatedTo,window,['window'],2.591524648,4.81,,,,
door,DistinctFrom,window,['window'],2.456013029,4.81,,,,
door,Antonym,window,['window'],1.54,4.81,,,,
pain,RelatedTo,hurt,['hurt'],5.812400537,3.5,,,,
pain,RelatedTo,feeling,['feel'],5.424389367,3.5,,,,
pain,IsA,sensation,['sensation'],4.898979486,3.5,,,,
pain,RelatedTo,ache,['ache'],3.594996523,3.5,,,,
pain,RelatedTo,ouch,['ouch'],3.523066846,3.5,,,,
pain,RelatedTo,sensation,['sensation'],3.468717342,3.5,,,,
pain,CausesDesire,have_checkup,['have' 'checkup'],3.464101615,3.5,,,,
pain,IsA,symptom,['symptom'],2.828427125,3.5,,,,
pain,CausesDesire,have_examination,['have' 'examination'],2.828427125,3.5,,,,
pain,CausesDesire,have_physical_examination,['have' 'physical' 'examination'],2.828427125,3.5,,,,
pain,CausesDesire,lose_consciousness,['lose' 'consciousness'],2.828427125,3.5,,,,
pain,RelatedTo,hurts,['hurt'],2.382435728,3.5,,,,
pain,RelatedTo,agony,['agony'],2.380756182,3.5,,,,
pain,RelatedTo,unpleasant,['unpleasant'],2.165178976,3.5,,,,
pain,RelatedTo,suffering,['suffer'],2.159629598,3.5,,,,
pain,RelatedTo,injury,['injury'],2.109028212,3.5,,,,
pain,IsA,feeling,['feeling'],2,3.5,,,,
pain,IsA,somesthesia,['somesthesia'],2,3.5,,,,
pain,IsA,unpleasant_person,['unpleasant' 'person'],2,3.5,,,,
pain,PartOf,life,['life'],2,3.5,,,,
pain,CapableOf,good_sometimes,['good' 'sometimes'],2,3.5,,,,
pain,Causes,suffer,['suffer'],2,3.5,,,,
pain,HasProperty,bad,['bad'],2,3.5,,,,
pain,HasProperty,unpleasant,['unpleasant'],2,3.5,,,,
pain,MannerOf,upset,['upset'],2,3.5,,,,
pain,IsA,pain,['pain'],5.812400537,3.5,,,,
pain,RelatedTo,pain,['pain'],5.812400537,3.5,,,,
paper,RelatedTo,writing,['write'],10.42727193,4.93,,,,
paper,RelatedTo,sheet,['sheet'],7.277636979,4.93,,,,
paper,RelatedTo,white,['white'],6.81762422,4.93,,,,
paper,RelatedTo,wood,['wood'],6.76490946,4.93,,,,
paper,RelatedTo,pulp,['pulp'],5.71384284,4.93,,,,
paper,HasProperty,crumpled,['crumple'],5.656854249,4.93,,,,
paper,RelatedTo,material,['material'],5.300943312,4.93,,,,
paper,CapableOf,burn,['burn'],5.291502622,4.93,,,,
paper,UsedFor,drawing,['draw'],4.898979486,4.93,,,,
paper,UsedFor,make_paper_airplanes,['make' 'paper' 'airplane'],4.898979486,4.93,,,,
paper,ReceivesAction,written_on,['write'],4.898979486,4.93,,,,
paper,RelatedTo,flat,['flat'],4.781631521,4.93,,,,
paper,RelatedTo,book,['book'],4.71847433,4.93,,,,
paper,RelatedTo,tree,['tree'],4.482856232,4.93,,,,
paper,AtLocation,printer,['printer'],4.472135955,4.93,,,,
paper,RelatedTo,thin,['thin'],4.189988067,4.93,,,,
paper,IsA,limited_resource,['limited' 'resource'],3.464101615,4.93,,,,
paper,UsedFor,print_on,['print'],3.464101615,4.93,,,,
paper,UsedFor,write_letter,['write' 'letter'],3.464101615,4.93,,,,
paper,CapableOf,cover_rock,['cover' 'rock'],2.828427125,4.93,,,,
paper,AtLocation,cabinet,['cabinet'],2.828427125,4.93,,,,
paper,AtLocation,notebook,['notebook'],2.828427125,4.93,,,,
paper,AtLocation,classroom,['classroom'],2.828427125,4.93,,,,
paper,MadeOf,trees,['tree'],2.828427125,4.93,,,,
paper,ReceivesAction,burned,['burn'],2.828427125,4.93,,,,
paper,IsA,paper,['paper'],10.42727193,4.93,,,,
paper,RelatedTo,paper,['paper'],10.42727193,4.93,,,,
paper,RelatedTo,cardboard,['cardboard'],0.433,4.93,,,,
paper,Antonym,cardboard,['cardboard'],0.239,4.93,,,,
paper,MadeOf,wood,['wood'],1,4.93,,,,
girl,RelatedTo,female,['female'],6.022624013,4.85,,,,
girl,RelatedTo,young,['young'],5.027524242,4.85,,,,
girl,RelatedTo,woman,['woman'],4.275511665,4.85,,,,
girl,RelatedTo,child,['child'],3.06333152,4.85,,,,
girl,RelatedTo,person,['person'],2.776328511,4.85,,,,
girl,RelatedTo,gender,['gender'],2.49719843,4.85,,,,
girl,RelatedTo,young_woman,['young' 'woman'],2.495596121,4.85,,,,
girl,RelatedTo,boy,['boy'],2.242320227,4.85,,,,
girl,IsA,woman,['woman'],2,4.85,,,,
girl,RelatedTo,female_child,['female' 'child'],1.841,4.85,,,,
girl,RelatedTo,human,['human'],1.65,4.85,,,,
girl,RelatedTo,young_female,['young' 'female'],1.446,4.85,,,,
girl,IsA,young_animal,['young' 'animal'],1,4.85,,,,
girl,IsA,female_person,['female' 'person'],1,4.85,,,,
girl,IsA,female_young_human,['female' 'young' 'human'],1,4.85,,,,
girl,IsA,child,['child'],1,4.85,,,,
girl,IsA,female_animal,['female' 'animal'],1,4.85,,,,
girl,IsA,kid,['kid'],1,4.85,,,,
girl,IsA,girl,['girl'],6.022624013,4.85,,,,
girl,RelatedTo,girl,['girl'],6.022624013,4.85,,,,
girl,DistinctFrom,guy,['guy'],1,4.85,,,,
girl,RelatedTo,maid,['maid'],1,4.85,,,,
parent,CapableOf,name_child,['name' 'child'],4.898979486,4.56,,,,
parent,CapableOf,name_baby,['name' 'baby'],4.898979486,4.56,,,,
parent,CapableOf,dress_child,['dress' 'child'],3.464101615,4.56,,,,
parent,IsA,organism,['organism'],2,4.56,,,,
parent,IsA,genitor,['genitor'],2,4.56,,,,
parent,HasA,child,['child'],2,4.56,,,,
parent,CapableOf,feed_child,['feed' 'child'],2,4.56,,,,
parent,CapableOf,homeschool,['homeschool'],2,4.56,,,,
parent,CapableOf,school_child,['school' 'child'],2,4.56,,,,
parent,CapableOf,school_own_children,['school' 'own' 'child'],2,4.56,,,,
parent,AtLocation,soccer_game,['soccer' 'game'],2,4.56,,,,
parent,RelatedTo,father,['father'],1,4.56,,,,
parent,RelatedTo,derived,['derive'],1,4.56,,,,
parent,RelatedTo,person,['person'],1,4.56,,,,
parent,RelatedTo,origin,['origin'],1,4.56,,,,
parent,RelatedTo,ivf,['ivf'],1,4.56,,,,
parent,RelatedTo,stepparent,['stepparent'],1,4.56,,,,
parent,RelatedTo,child,['child'],1,4.56,,,,
parent,RelatedTo,surrogate,['surrogate'],1,4.56,,,,
parent,IsA,ancestor,['ancestor'],1,4.56,,,,
parent,IsA,legal_agent,['legal' 'agent'],1,4.56,,,,
parent,IsA,guardian,['guardian'],1,4.56,,,,
parent,IsA,social_being,['social' 'be'],1,4.56,,,,
parent,IsA,animal,['animal'],1,4.56,,,,
parent,IsA,family,['family'],1,4.56,,,,
parent,IsA,parent,['parent'],4.898979486,4.56,,,,
parent,RelatedTo,parent,['parent'],4.898979486,4.56,,,,
worker,CapableOf,bank_paycheck,['bank' 'paycheck'],3.464101615,4.59,,,,
worker,IsA,insect,['insect'],2,4.59,,,,
worker,IsA,person,['person'],2,4.59,,,,
worker,CapableOf,drive_to_work,['drive' 'work'],2,4.59,,,,
worker,CapableOf,stock_shelves,['stock' 'shelf'],2,4.59,,,,
worker,RelatedTo,ant,['ant'],1,4.59,,,,
worker,RelatedTo,social_insect,['social' 'insect'],1,4.59,,,,
worker,RelatedTo,termite,['termite'],1,4.59,,,,
worker,RelatedTo,bee,['bee'],1,4.59,,,,
worker,RelatedTo,instance,['instance'],1,4.59,,,,
worker,RelatedTo,laborer,['laborer'],1,4.59,,,,
worker,RelatedTo,wasp,['wasp'],1,4.59,,,,
worker,IsA,business_related_thing,['business' 'related' 'thing'],1,4.59,,,,
worker,CapableOf,go_home,['go' 'home'],1,4.59,,,,
worker,CapableOf,labor_fields,['labor' 'field'],1,4.59,,,,
worker,CapableOf,scape_troubles,['scape' 'trouble'],1,4.59,,,,
worker,CapableOf,build_wall,['build' 'wall'],1,4.59,,,,
worker,CapableOf,receive_raise,['receive' 'raise'],1,4.59,,,,
worker,CapableOf,expect_to_paid,['expect' 'pay'],1,4.59,,,,
worker,CapableOf,meet_quota,['meet' 'quota'],1,4.59,,,,
worker,CapableOf,desire_to_advance,['desire' 'advance'],1,4.59,,,,
worker,AtLocation,shop,['shop'],1,4.59,,,,
worker,AtLocation,work,['work'],1,4.59,,,,
worker,AtLocation,desk,['desk'],1,4.59,,,,
worker,Desires,get_paid,['get' 'pay'],1,4.59,,,,
worker,IsA,worker,['worker'],3.464101615,4.59,,,,
worker,RelatedTo,worker,['worker'],3.464101615,4.59,,,,
anatomy,IsA,science,['science'],3.464101615,3.59,,,,
anatomy,IsA,analysis,['analysis'],2,3.59,,,,
anatomy,IsA,morphology,['morphology'],2,3.59,,,,
anatomy,IsA,descriptive_science,['descriptive' 'science'],1,3.59,,,,
anatomy,IsA,anatomy,['anatomy'],3.464101615,3.59,,,,
anatomy,RelatedTo,anatomy,['anatomy'],3.464101615,3.59,,,,
man,RelatedTo,person,['person'],4.485086398,4.79,,,,
man,RelatedTo,boy,['boy'],4.219004622,4.79,,,,
man,RelatedTo,adult,['adult'],3.062025473,4.79,,,,
man,RelatedTo,gender,['gender'],2.986636905,4.79,,,,
man,RelatedTo,guy,['guy'],2.511573212,4.79,,,,
man,RelatedTo,homo,['homo'],2,4.79,,,,
man,RelatedTo,humankind,['humankind'],2,4.79,,,,
man,IsA,adult,['adult'],2,4.79,,,,
man,IsA,subordinate,['subordinate'],2,4.79,,,,
man,IsA,international_intelligence_agency,['international' 'intelligence' 'agency'],2,4.79,,,,
man,IsA,male,['male'],2,4.79,,,,
man,IsA,game_equipment,['game' 'equipment'],2,4.79,,,,
man,IsA,person,['person'],2,4.79,,,,
man,IsA,lover,['lover'],2,4.79,,,,
man,PartOf,british_isles,['british' 'isle'],2,4.79,,,,
man,MannerOf,work,['work'],2,4.79,,,,
man,MannerOf,staff,['staff'],2,4.79,,,,
man,RelatedTo,penis,['penis'],1.917,4.79,,,,
man,RelatedTo,adult_boy,['adult' 'boy'],1.331,4.79,,,,
man,RelatedTo,masculine,['masculine'],1.274,4.79,,,,
man,RelatedTo,grown,['grow'],1.231,4.79,,,,
man,IsA,male_person,['male' 'person'],1,4.79,,,,
man,PartOf,draughts,['draught'],1,4.79,,,,
man,PartOf,checkers,['checker'],1,4.79,,,,
man,SimilarTo,woman,['woman'],1,4.79,,,,
man,IsA,man,['man'],4.485086398,4.79,,,,
man,RelatedTo,man,['man'],4.485086398,4.79,,,,
man,RelatedTo,husband,['husband'],1,4.79,,,,
man,Antonym,husband,['husband'],0.18,4.79,,,,
man,RelatedTo,father,['father'],0.275,4.79,,,,
man,RelatedTo,uncle,['uncle'],0.182,4.79,,,,
man,Antonym,woman,['woman'],1,4.79,,,,
man,DistinctFrom,woman,['woman'],1,4.79,,,,
neck,RelatedTo,head,['head'],8.227757896,5,,,,
neck,RelatedTo,body,['body'],4.282522621,5,,,,
neck,UsedFor,supporting_head,['support' 'head'],3.464101615,5,,,,
neck,RelatedTo,shoulders,['shoulder'],3.433948165,5,,,,
neck,RelatedTo,part,['part'],3.271696807,5,,,,
neck,RelatedTo,body_part,['body' 'part'],3.271696807,5,,,,
neck,RelatedTo,throat,['throat'],2.948898099,5,,,,
neck,RelatedTo,below_head,['head'],2.847455004,5,,,,
neck,RelatedTo,above,['above'],2.801428207,5,,,,
neck,IsA,land,['land'],2,5,,,,
neck,IsA,external_body_part,['external' 'body' 'part'],2,5,,,,
neck,IsA,cut,['cut'],2,5,,,,
neck,IsA,opening,['opening'],2,5,,,,
neck,IsA,part,['part'],2,5,,,,
neck,PartOf,body,['body'],2,5,,,,
neck,PartOf,garment,['garment'],2,5,,,,
neck,AtLocation,body,['body'],2,5,,,,
neck,AtLocation,bottle,['bottle'],2,5,,,,
neck,MannerOf,pet,['pet'],2,5,,,,
neck,IsA,narrowing_in,['narrowing'],1,5,,,,
neck,IsA,what_hold_beer_by,['hold' 'beer'],1,5,,,,
neck,IsA,solid_object,['solid' 'object'],1,5,,,,
neck,IsA,body_part,['body' 'part'],1,5,,,,
neck,IsA,external_anatomical_part,['external' 'anatomical' 'part'],1,5,,,,
neck,PartOf,cello,['cello'],1,5,,,,
neck,IsA,neck,['neck'],8.227757896,5,,,,
neck,RelatedTo,neck,['neck'],8.227757896,5,,,,
neck,RelatedTo,spine,['spine'],0.102,5,,,,
neck,RelatedTo,arm,['arm'],0.262,5,,,,
club,UsedFor,beating,['beat'],4,3.78,,,,
club,RelatedTo,weapon,['weapon'],2.872629457,3.78,,,,
club,IsA,exclusive_group_of_people,['exclusive' 'group' 'people'],2.828427125,3.78,,,,
club,UsedFor,play_golf,['play' 'golf'],2.828427125,3.78,,,,
club,UsedFor,dance,['dance'],2.828427125,3.78,,,,
club,RelatedTo,place,['place'],2.766224864,3.78,,,,
club,RelatedTo,golf,['golf'],2.516346558,3.78,,,,
club,RelatedTo,group,['group'],2.48032256,3.78,,,,
club,RelatedTo,organization,['organization'],2.437211521,3.78,,,,
club,RelatedTo,hitter,['hitter'],2,3.78,,,,
club,IsA,association,['association'],2,3.78,,,,
club,IsA,playing_card,['play' 'card'],2,3.78,,,,
club,IsA,stick,['stick'],2,3.78,,,,
club,UsedFor,club,['club'],2,3.78,,,,
club,UsedFor,beat,['beat'],2,3.78,,,,
club,AtLocation,golf_bag,['golf' 'bag'],2,3.78,,,,
club,MannerOf,gather,['gather'],2,3.78,,,,
club,MannerOf,hit,['hit'],2,3.78,,,,
club,MannerOf,meet,['meet'],2,3.78,,,,
club,MannerOf,unite,['unite'],2,3.78,,,,
club,RelatedTo,suit,['suit'],1.925,3.78,,,,
club,RelatedTo,stick,['stick'],1.452,3.78,,,,
club,RelatedTo,card,['card'],1.35,3.78,,,,
club,RelatedTo,dance,['dance'],1.338,3.78,,,,
club,IsA,private_sector_organization,['private' 'sector' 'organization'],1,3.78,,,,
club,IsA,club,['club'],4,3.78,,,,
club,RelatedTo,club,['club'],4,3.78,,,,
club,RelatedTo,society,['society'],0.522,3.78,,,,
plate,RelatedTo,dish,['dish'],11.47797892,4.77,,,,
plate,RelatedTo,food,['food'],10.11988142,4.77,,,,
plate,RelatedTo,eating,['eat'],9.977574856,4.77,,,,
plate,RelatedTo,round,['round'],9.103625651,4.77,,,,
plate,RelatedTo,dinner,['dinner'],9.057814306,4.77,,,,
plate,RelatedTo,flat,['flat'],8.472307832,4.77,,,,
plate,AtLocation,table,['table'],7.211102551,4.77,,,,
plate,RelatedTo,bowl,['bowl'],5.64233994,4.77,,,,
plate,RelatedTo,china,['china'],5.483794307,4.77,,,,
plate,RelatedTo,saucer,['saucer'],5.352756299,4.77,,,,
plate,AtLocation,kitchen,['kitchen'],5.291502622,4.77,,,,
plate,RelatedTo,circle,['circle'],5.123670559,4.77,,,,
plate,AtLocation,cupboard,['cupboard'],4,4.77,,,,
plate,UsedFor,hold_food,['hold' 'food'],3.464101615,4.77,,,,
plate,UsedFor,holding_food,['hold' 'food'],2.828427125,4.77,,,,
plate,UsedFor,eating_from,['eat'],2.828427125,4.77,,,,
plate,UsedFor,put_food_in,['put' 'food'],2.828427125,4.77,,,,
plate,IsA,receptacle,['receptacle'],2,4.77,,,,
plate,IsA,structure,['structure'],2,4.77,,,,
plate,IsA,cut_of_beef,['cut' 'beef'],2,4.77,,,,
plate,IsA,illustration,['illustration'],2,4.77,,,,
plate,IsA,crust,['crust'],2,4.77,,,,
plate,IsA,structural_member,['structural' 'member'],2,4.77,,,,
plate,IsA,dish,['dish'],2,4.77,,,,
plate,IsA,sheet,['sheet'],2,4.77,,,,
plate,IsA,plate,['plate'],11.47797892,4.77,,,,
plate,RelatedTo,plate,['plate'],11.47797892,4.77,,,,
plate,DistinctFrom,bowl,['bowl'],2.554995108,4.77,,,,
plate,Antonym,bowl,['bowl'],1.8,4.77,,,,
gossip,AtLocation,water_cooler,['water' 'cooler'],2.828427125,3,,,,
gossip,IsA,communicator,['communicator'],2,3,,,,
gossip,IsA,report,['report'],2,3,,,,
gossip,CapableOf,spread_rumor,['spread' 'rumor'],2,3,,,,
gossip,PartOf,problem,['problem'],1,3,,,,
gossip,PartOf,evolutionary_hard_wiring,['evolutionary' 'hard' 'wiring'],1,3,,,,
gossip,CapableOf,talking_about_neighbors,['talk' 'neighbor'],1,3,,,,
gossip,CapableOf,share_secret,['share' 'secret'],1,3,,,,
gossip,CausesDesire,hear_news,['hear' 'news'],1,3,,,,
gossip,IsA,software,['software'],0.5,3,,,,
gossip,IsA,gossip,['gossip'],2.828427125,3,,,,
gossip,RelatedTo,gossip,['gossip'],2.828427125,3,,,,
rail,IsA,bar,['bar'],2,4.9,,,,
rail,IsA,railway,['railway'],2,4.9,,,,
rail,IsA,wading_bird,['wading' 'bird'],2,4.9,,,,
rail,AtLocation,subway,['subway'],2,4.9,,,,
rail,MannerOf,complain,['complain'],2,4.9,,,,
rail,MannerOf,supply,['supply'],2,4.9,,,,
rail,MannerOf,fish,['fish'],2,4.9,,,,
rail,MannerOf,lay,['lay'],2,4.9,,,,
rail,MannerOf,separate,['separate'],2,4.9,,,,
rail,MannerOf,transport,['transport'],2,4.9,,,,
rail,MannerOf,enclose,['enclose'],2,4.9,,,,
rail,RelatedTo,trains,['train'],1.121,4.9,,,,
rail,RelatedTo,dress,['dress'],1,4.9,,,,
rail,IsA,bird,['bird'],1,4.9,,,,
rail,IsA,rail,['rail'],1,4.9,,,,
rail,IsA,man_made_structure,['man' 'make' 'structure'],1,4.9,,,,
rail,AtLocation,race_track,['race' 'track'],1,4.9,,,,
rail,RelatedTo,rail,['rail'],2,4.9,,,,
vessel,RelatedTo,ship,['ship'],4.017461885,4.66,,,,
vessel,RelatedTo,boat,['boat'],3.337663854,4.66,,,,
vessel,RelatedTo,container,['container'],2.834078333,4.66,,,,
vessel,IsA,container,['container'],2,4.66,,,,
vessel,IsA,craft,['craft'],2,4.66,,,,
vessel,IsA,tube,['tube'],2,4.66,,,,
vessel,PartOf,vascular_system,['vascular' 'system'],2,4.66,,,,
vessel,UsedFor,storing_liquids,['store' 'liquid'],2,4.66,,,,
vessel,UsedFor,shipping,['ship'],2,4.66,,,,
vessel,AtLocation,ocean,['ocean'],2,4.66,,,,
